================================================================================
CODEPLUG ORIGINAL - INFORME COMPLETO
Archivo: D:\DL\Programacion Tytera UV380\codeplug_actual.bin
Tamano: 262144 bytes (256 KB)
Fecha del informe: 2026-09-16
================================================================================

--- IDENTIFICACION DEL EQUIPO ---
SN: ￿￿￿￿￿￿￿￿
Model: ￿￿￿￿￿￿￿￿
Code: ￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿

--- CANALES (1000 poblados) ---
   # Mode  Pwr   RX MHz     TX MHz     Tone RX    Tone TX    Contact  Name
----------------------------------------------------------------------------------------------------
 853 DMR   HIGH  438.52500  430.92500  OFF        OFF        17       EA2EBX EA9 BM
 854 DMR   HIGH  438.25000  430.65000  OFF        OFF        1        EA8RCF 1-91 BM
 855 DMR   HIGH  438.25000  430.65000  OFF        OFF        2        EA8RCF  1-92 BM
 856 DMR   HIGH  438.25000  430.65000  OFF        OFF        3        EA8RCF 1-914 BM
 857 DMR   HIGH  438.25000  430.65000  OFF        OFF        4        EA8RCF 1-214 BM
 858 DMR   HIGH  438.25000  430.65000  OFF        OFF        6        EA8RCF 1-9 BM
 859 DMR   HIGH  438.25000  430.65000  OFF        OFF        6        EA8RCF 2-9 BM
 860 DMR   HIGH  438.25000  430.65000  OFF        OFF        21       EA8RCF ECHO BM
 861 DMR   HIGH  438.25000  430.65000  OFF        OFF        9        EA8RCF EA1 BM
 862 DMR   HIGH  438.25000  430.65000  OFF        OFF        10       EA8RCF EA2 BM
 863 DMR   HIGH  438.25000  430.65000  OFF        OFF        11       EA8RCF EA3 BM
 864 DMR   HIGH  438.25000  430.65000  OFF        OFF        12       EA8RCF EA4 BM
 865 DMR   HIGH  438.25000  430.65000  OFF        OFF        13       EA8RCF EA5 BM
 866 DMR   HIGH  438.25000  430.65000  OFF        OFF        14       EA8RCF EA6 BM
 867 DMR   HIGH  438.25000  430.65000  OFF        OFF        15       EA8RCF EA7 BM
 868 DMR   HIGH  438.25000  430.65000  OFF        OFF        16       EA8RCF EA8 BM
 869 DMR   HIGH  438.25000  430.65000  OFF        OFF        17       EA8RCF EA9 BM
 870 DMR   HIGH  438.27500  430.67500  OFF        OFF        1        ED4ZAI 1-1 BM
 871 DMR   HIGH  438.27500  430.67500  OFF        OFF        2        ED4ZAI 1-2 BM
 872 DMR   HIGH  438.27500  430.67500  OFF        OFF        3        ED4ZAI 1-14 BM
 873 DMR   HIGH  438.27500  430.67500  OFF        OFF        4        ED4ZAI 1-214 BM
 874 DMR   HIGH  438.27500  430.67500  OFF        OFF        6        ED4ZAI 1-9 BM
 875 DMR   HIGH  438.27500  430.67500  OFF        OFF        6        ED4ZAI 2-9 BM
 876 DMR   HIGH  438.27500  430.67500  OFF        OFF        21       ED4ZAI ECHO BM
 877 DMR   HIGH  438.27500  430.67500  OFF        OFF        9        ED4ZAI EA1 BM
 878 DMR   HIGH  438.27500  430.67500  OFF        OFF        10       ED4ZAI EA2 BM
 879 DMR   HIGH  438.27500  430.67500  OFF        OFF        11       ED4ZAI EA3 BM
 880 DMR   HIGH  438.27500  430.67500  OFF        OFF        12       ED4ZAI EA4 BM
 881 DMR   HIGH  438.27500  430.67500  OFF        OFF        13       ED4ZAI EA5 BM
 882 DMR   HIGH  438.27500  430.67500  OFF        OFF        14       ED4ZAI EA6 BM
 883 DMR   HIGH  438.27500  430.67500  OFF        OFF        15       ED4ZAI EA7 BM
 884 DMR   HIGH  438.27500  430.67500  OFF        OFF        16       ED4ZAI EA8 BM
 885 DMR   HIGH  438.27500  430.67500  OFF        OFF        17       ED4ZAI EA9 BM
 886 DMR   HIGH  438.60000  431.00000  OFF        OFF        1        EA8II 91 BM
 887 DMR   HIGH  438.60000  431.00000  OFF        OFF        2        EA8II 92 BM
 888 DMR   HIGH  438.60000  431.00000  OFF        OFF        3        EA8II 914 BM
 889 DMR   HIGH  438.60000  431.00000  OFF        OFF        4        EA8II 214 BM
 890 DMR   HIGH  438.60000  431.00000  OFF        OFF        6        EA8II  9 BM
 891 DMR   HIGH  438.60000  431.00000  OFF        OFF        21       EA8II ECHO BM
 892 DMR   HIGH  438.60000  431.00000  OFF        OFF        9        EA8II EA1 BM
 893 DMR   HIGH  438.60000  431.00000  OFF        OFF        10       EA8II EA2 BM
 894 DMR   HIGH  438.60000  431.00000  OFF        OFF        11       EA8II EA3 BM
 895 DMR   HIGH  438.60000  431.00000  OFF        OFF        12       EA8II EA4 BM
 896 DMR   HIGH  438.60000  431.00000  OFF        OFF        13       EA8II EA5 BM
 897 DMR   HIGH  438.60000  431.00000  OFF        OFF        14       EA8II EA6 BM
 898 DMR   HIGH  438.60000  431.00000  OFF        OFF        15       EA8II EA7 BM
 899 DMR   HIGH  438.60000  431.00000  OFF        OFF        16       EA8II EA8 BM
 900 DMR   HIGH  438.60000  431.00000  OFF        OFF        17       EA8II EA9 BM
 901 DMR   HIGH  438.42500  430.82500  OFF        OFF        1        ED7ZAL 1-1 BM
 902 DMR   HIGH  438.42500  430.82500  OFF        OFF        2        ED7ZAL 1-2 BM
 903 DMR   HIGH  438.42500  430.82500  OFF        OFF        3        ED7ZAL 1-14 BM
 904 DMR   HIGH  438.42500  430.82500  OFF        OFF        4        ED7ZAL 1-214 BM
 905 DMR   HIGH  438.42500  430.82500  OFF        OFF        6        ED7ZAL 1-9 BM
 906 DMR   HIGH  438.42500  430.82500  OFF        OFF        6        ED7ZAL 2-9 BM
 907 DMR   HIGH  438.42500  430.82500  OFF        OFF        21       ED7ZAL ECHO BM
 908 DMR   HIGH  438.42500  430.82500  OFF        OFF        9        ED7ZAL EA1 BM
 909 DMR   HIGH  438.42500  430.82500  OFF        OFF        10       ED7ZAL EA2 BM
 910 DMR   HIGH  438.42500  430.82500  OFF        OFF        11       ED7ZAL EA3 BM
 911 DMR   HIGH  438.42500  430.82500  OFF        OFF        12       ED7ZAL EA4 BM
 912 DMR   HIGH  438.42500  430.82500  OFF        OFF        13       ED7ZAL EA5 BM
 913 DMR   HIGH  438.42500  430.82500  OFF        OFF        14       ED7ZAL EA6 BM
 914 DMR   HIGH  438.42500  430.82500  OFF        OFF        15       ED7ZAL EA7 BM
 915 DMR   HIGH  438.42500  430.82500  OFF        OFF        16       ED7ZAL EA8 BM
 916 DMR   HIGH  438.42500  430.82500  OFF        OFF        17       ED7ZAL EA9 BM
 917 DMR   LOW   435.10000  435.10000  OFF        OFF        6        TG9 Link
 918 DMR   HIGH  438.90000  431.30000  OFF        OFF        23       ED7ZAD 1 World
 919 DMR   HIGH  438.90000  431.30000  OFF        OFF        24       ED7ZAD 1 Europa
 920 DMR   HIGH  438.90000  431.30000  OFF        OFF        25       ED7ZAD 1 ESP
 921 DMR   HIGH  438.90000  431.30000  OFF        OFF        4        ED7ZAD 1 ESPA?A
 922 DMR   HIGH  438.90000  431.30000  OFF        OFF        6        ED7ZAD 1 LOCAL
 923 DMR   HIGH  438.90000  431.30000  OFF        OFF        5        ED7ZAD 2 REGIONA
 924 DMR   HIGH  438.90000  431.30000  OFF        OFF        6        ED7ZAD 2 LOCAL
 925 DMR   HIGH  438.90000  431.30000  OFF        OFF        8        ED7ZAD ECHO
 926 DMR   HIGH  438.42500  430.82500  OFF        OFF        1        ED7ZAH 1-1 BM
 927 DMR   HIGH  438.42500  430.82500  OFF        OFF        2        ED7ZAH 1-2 BM
 928 DMR   HIGH  438.42500  430.82500  OFF        OFF        3        ED7ZAH 1-14 BM
 929 DMR   HIGH  438.42500  430.82500  OFF        OFF        4        ED7ZAH 1-214 BM
 930 DMR   HIGH  438.42500  430.82500  OFF        OFF        6        ED7ZAH 1-9 BM
 931 DMR   HIGH  438.42500  430.82500  OFF        OFF        6        ED7ZAH 2-9 BM
 932 DMR   HIGH  438.42500  430.82500  OFF        OFF        21       ED7ZAH ECHO BM
 933 DMR   HIGH  438.42500  430.82500  OFF        OFF        9        ED7ZAH EA1 BM
 934 DMR   HIGH  438.42500  430.82500  OFF        OFF        10       ED7ZAH EA2 BM
 935 DMR   HIGH  438.42500  430.82500  OFF        OFF        11       ED7ZAH EA3 BM
 936 DMR   HIGH  438.42500  430.82500  OFF        OFF        12       ED7ZAH EA4 BM
 937 DMR   HIGH  438.42500  430.82500  OFF        OFF        13       ED7ZAH EA5 BM
 938 DMR   HIGH  438.42500  430.82500  OFF        OFF        14       ED7ZAH EA6 BM
 939 DMR   HIGH  438.42500  430.82500  OFF        OFF        15       ED7ZAH EA7 BM
 940 DMR   HIGH  438.42500  430.82500  OFF        OFF        16       ED7ZAH EA8 BM
 941 DMR   HIGH  438.42500  430.82500  OFF        OFF        17       ED7ZAH EA9 BM
 942 DMR   HIGH  438.95000  431.35000  OFF        OFF        1        EA5RKT 1-1 BM
 943 DMR   HIGH  438.95000  431.35000  OFF        OFF        2        EA5RKT 1-2 BM
 944 DMR   HIGH  438.95000  431.35000  OFF        OFF        3        EA5RKT 1-14 BM
 945 DMR   HIGH  438.95000  431.35000  OFF        OFF        4        EA5RKT 1-214 BM
 946 DMR   HIGH  438.95000  431.35000  OFF        OFF        6        EA5RKT 1-9 BM
 947 DMR   HIGH  438.95000  431.35000  OFF        OFF        6        EA5RKT 2-9 BM
 948 DMR   HIGH  438.95000  431.35000  OFF        OFF        21       EA5RKT ECHO BM
 949 DMR   HIGH  438.95000  431.35000  OFF        OFF        9        EA5RKT EA1 BM
 950 DMR   HIGH  438.95000  431.35000  OFF        OFF        10       EA5RKT EA2 BM
 951 DMR   HIGH  438.95000  431.35000  OFF        OFF        11       EA5RKT EA3 BM
 952 DMR   HIGH  438.95000  431.35000  OFF        OFF        12       EA5RKT EA4 BM
 953 DMR   HIGH  438.95000  431.35000  OFF        OFF        13       EA5RKT EA5 BM
 954 DMR   HIGH  438.95000  431.35000  OFF        OFF        14       EA5RKT EA6 BM
 955 DMR   HIGH  438.95000  431.35000  OFF        OFF        15       EA5RKT EA7 BM
 956 DMR   HIGH  438.95000  431.35000  OFF        OFF        16       EA5RKT EA8 BM
 957 DMR   HIGH  438.95000  431.35000  OFF        OFF        17       EA5RKT EA9 BM
 958 DMR   HIGH  439.95000  439.95000  OFF        OFF        1        EA5HTO 91 BM
 959 DMR   HIGH  439.95000  439.95000  OFF        OFF        2        EA5HTO 92 BM
 960 DMR   HIGH  439.95000  439.95000  OFF        OFF        3        EA5HTO 914 BM
 961 DMR   HIGH  439.95000  439.95000  OFF        OFF        4        EA5HTO 214 BM
 962 DMR   HIGH  439.95000  439.95000  OFF        OFF        29       EA5HTO  YSF-EA5
 963 DMR   HIGH  439.95000  439.95000  OFF        OFF        6        EA5HTO  9 BM
 964 DMR   HIGH  439.95000  439.95000  OFF        OFF        21       EA5HTO ECHO BM
 965 DMR   HIGH  439.95000  439.95000  OFF        OFF        9        EA5HTO EA1 BM
 966 DMR   HIGH  439.95000  439.95000  OFF        OFF        10       EA5HTO EA2 BM
 967 DMR   HIGH  439.95000  439.95000  OFF        OFF        11       EA5HTO EA3 BM
 968 DMR   HIGH  439.95000  439.95000  OFF        OFF        12       EA5HTO EA4 BM
 969 NBFM  HIGH  446.00625  446.00625  OFF        OFF        0        1a
 970 NBFM  HIGH  446.01875  446.01875  OFF        OFF        0        2a
 971 NBFM  HIGH  446.03125  446.03125  OFF        OFF        0        3a
 972 NBFM  HIGH  446.04375  446.04375  OFF        OFF        0        4a
 973 NBFM  HIGH  446.05625  446.05625  OFF        OFF        0        5a
 974 NBFM  HIGH  446.06875  446.06875  OFF        OFF        0        6a
 975 NBFM  HIGH  446.08125  446.08125  OFF        OFF        0        7a
 976 NBFM  HIGH  446.09375  446.09375  OFF        OFF        0        8a
 977 NBFM  HIGH  446.10625  446.10625  OFF        OFF        0        9a
 978 NBFM  HIGH  446.11875  446.11875  OFF        OFF        0        10a
 979 NBFM  HIGH  446.13125  446.13125  OFF        OFF        0        11a
 980 NBFM  HIGH  446.14375  446.14375  OFF        OFF        0        12a
 981 NBFM  HIGH  446.15625  446.15625  OFF        OFF        0        13a
 982 NBFM  HIGH  446.16875  446.16875  OFF        OFF        0        14a
 983 NBFM  HIGH  446.18125  446.18125  OFF        OFF        0        15a
 984 NBFM  HIGH  446.19375  446.19375  OFF        OFF        0        16a
 985 DMR   HIGH  446.00625  446.00625  OFF        OFF        1        1d
 986 DMR   HIGH  446.01875  446.01875  OFF        OFF        1        2d
 987 DMR   HIGH  446.03125  446.03125  OFF        OFF        1        3d
 988 DMR   HIGH  446.04375  446.04375  OFF        OFF        1        4d
 989 DMR   HIGH  446.05625  446.05625  OFF        OFF        1        5d
 990 DMR   HIGH  446.06875  446.06875  OFF        OFF        1        6d
 991 DMR   HIGH  446.08125  446.08125  OFF        OFF        1        7d
 992 DMR   HIGH  446.09375  446.09375  OFF        OFF        1        8d
 993 DMR   HIGH  446.10625  446.10625  OFF        OFF        1        9d
 994 DMR   HIGH  446.11875  446.11875  OFF        OFF        1        10d
 995 DMR   HIGH  446.13125  446.13125  OFF        OFF        1        11d
 996 DMR   HIGH  446.14375  446.14375  OFF        OFF        1        12d
 997 DMR   HIGH  446.15625  446.15625  OFF        OFF        1        13d
 998 DMR   HIGH  446.16875  446.16875  OFF        OFF        1        14d
 999 DMR   HIGH  446.18125  446.18125  OFF        OFF        1        15d
1000 DMR   HIGH  446.19375  446.19375  OFF        OFF        1        16d

--- CONTACTOS DMR (470 poblados) ---
   # CallID   Flags    Name
------------------------------------------------------------
   1 91       0xc1     TG1 World
   2 92       0xc1     TG2 Europe
   3 914      0xc1     TG14 ESP
   4 214      0xc1     TG214 EA
   5 8        0xc1     TG8 Regional
   6 9        0xc1     TG9 Local
   7 99       0xc1     TG99 Simplex
   8 9990     0xc1     TG9990 Echo
   9 2141     0xc1     REG.EA1 BM
  10 2142     0xc1     REG.EA2 BM
  11 2143     0xc1     REG.EA3 BM
  12 2144     0xc1     REG.EA4 BM
  13 2145     0xc1     REG.EA5 BM
  14 2146     0xc1     REG.EA6 BM
  15 2147     0xc1     REG.EA7 BM
  16 2148     0xc1     REG.EA8 BM
  17 2149     0xc1     REG.EA9 BM
  18 4000     0xc2     Desconectar
  19 4370     0xc2     Conn EA
  20 5000     0xc2     STATUR REFLECTOR
  21 9990     0xca     TG9990 ECHO BM
  22 9900     0xc1     TG9900 BROADCAST
  23 1        0xc1     TG1-World +
  24 2        0xc1     TG2-Europa +
  25 14       0xc1     TG14-Hispana +
  26 214112   0xc1     EMCOM EA
  27 9112     0xc1     EMCOM EU
  28 9911     0xc1     EMCOM USA
  29 21461    0xc1     YSF-EA5 C4FM
  30 21460    0xc1     WIRESCAT C4FM
  31 5057     0xc2     APRS
  32 21462    0xc1     TG-21462 EDUCA
  33 21463    0xc1     TG-21463 DMO1
  34 4000     0xc1     Desconectar Todo
  35 5000     0xc1     Estado de conex
  36 9504     0xc1     *RUSSIA* (EchoLi
  37 31274    0xc1     AARG
  38 2285     0xc1     Aargau / Zentral
  39 3101     0xc1     Alabama
  40 31010    0xc1     Alabama Link
  41 3102     0xc1     Alaska
  42 31079    0xc1     Alert Radio
  43 2685     0xc1     Algarve
  44 3167     0xc1     Allstar
  45 3104     0xc1     Arizona
  46 3105     0xc1     Arkansas
  47 74803    0xc1     Artigas
  48 95       0xc1     Australia
  49 505      0xc1     Australia
  50 5052     0xc1     Australia New So
  51 5058     0xc1     Australia Northe
  52 5054     0xc1     Australia Queens
  53 5057     0xc1     Australia Tasman
  54 5053     0xc1     Australia Victor
  55 5051     0xc1     Australian capit
  56 2686     0xc1     Azores
  57 2627     0xc1     Baden-W
  58 2284     0xc1     Basel
  59 2628     0xc1     Bayern
  60 2061     0xc1     Belgi
  61 20601    0xc1     Belgian YSF Brid
  62 2063     0xc1     Belgien Ost
  63 2062     0xc1     Belgique Sud
  64 206      0xc1     Belgium
  65 20602    0xc1     Belgium North YS
  66 2064     0xc1     Belgium OnDemand
  67 2065     0xc1     Belgium OnDemand
  68 2066     0xc1     Belgium OnDemand
  69 2067     0xc1     Belgium OnDemand
  70 2068     0xc1     Belgium OnDemand
  71 2069     0xc1     Belgium OnDemand
  72 2621     0xc1     Berlin/Brandenbu
  73 2283     0xc1     Bern / Solothurn
  74 724      0xc1     Brazil
  75 2505     0xc1     Bridge to Radioc
  76 31201    0xc1     BYRG
  77 31061    0xc1     Cal 1
  78 3106     0xc1     California
  79 302      0xc1     Canada
  80 30271    0xc1     Canada BC 1
  81 30272    0xc1     Canada BC 2
  82 3026     0xc1     Canada English (
  83 3027     0xc1     Canada Francais
  84 74804    0xc1     Canelones
  85 2683     0xc1     Capital
  86 7300     0xc1     CE0
  87 7301     0xc1     CE1
  88 7302     0xc1     CE2
  89 7303     0xc1     CE3
  90 7304     0xc1     CE4
  91 7305     0xc1     CE5
  92 7306     0xc1     CE6
  93 7307     0xc1     CE7
  94 7308     0xc1     CE8
  95 7309     0xc1     CE9
  96 74805    0xc1     Cerro Largo
  97 26223    0xc1     Chaoswelle
  98 2351     0xc1     Chat
  99 2352     0xc1     Chat
 100 2353     0xc1     Chat
 101 25524    0xc1     Cherkas`ka obl
 102 25525    0xc1     Chernigivs`ka ob
 103 25526    0xc1     Chernivets`ka ob
 104 454      0xc1     China
 105 7142     0xc1     Colon
 106 74806    0xc1     Colonia
 107 3108     0xc1     Colorado
 108 3109     0xc1     Connecticut
 109 310991   0xc1     Connecticut PVRA
 110 25511    0xc1     Crimea
 111 8710     0xc1     Crossroads State
 112 74830    0xc1     CX TAC 1
 113 230      0xc1     Czech Republic
 114 3111     0xc1     D.C.
 115 3110     0xc1     Deleware
 116 238      0xc1     Denmark
 117 262      0xc1     Deutschland
 118 920      0xc1     DL
 119 202012   0xc1     DMO Chat
 120 25504    0xc1     Dnirpo obl
 121 25505    0xc1     Donets`ka obl
 122 74807    0xc1     Durazno
 123 922      0xc1     Dutch
 124 202011   0xc1     DV4 Chat
 125 2141     0xc1     EA1
 126 2142     0xc1     EA2
 127 2143     0xc1     EA3
 128 2144     0xc1     EA4
 129 2145     0xc1     EA5
 130 2146     0xc1     EA6
 131 2147     0xc1     EA7
 132 2148     0xc1     EA8
 133 2149     0xc1     EA9
 134 23590    0xc1     East of England
 135 9112     0xc1     Emcom EU
 136 9911     0xc1     Emcom US
 137 2559     0xc1     Emergency Ukrain
 138 25599    0xc1     Emergency Zakarp
 139 913      0xc1     English
 140 92       0xc1     Europe
 141 923      0xc1     European English
 142 244      0xc1     Finland
 143 74808    0xc1     Flores
 144 3112     0xc1     Florida
 145 74809    0xc1     Florida
 146 208      0xc1     France 0
 147 2082     0xc1     France Alpes 2
 148 2086     0xc1     France Atlantiqu
 149 2088     0xc1     France Centre 8
 150 2089     0xc1     France DOM-TOM
 151 2809     0xc1     France DOM-TOM 9
 152 2084     0xc1     France Est 4
 153 2080     0xc1     France Ile De Fr
 154 2081     0xc1     France Mediterra
 155 2083     0xc1     France Midi Pyre
 156 2087     0xc1     France Nord 7
 157 2085     0xc1     France Ouest
 158 2080332  0xc2     France/DCS033C 1
 159 2080673  0xc2     France/XRF067C 1
 160 937      0xc1     Francophone
 161 921      0xc1     French
 162 911      0xc1     French
 163 3113     0xc1     Georgia
 164 910      0xc1     German
 165 2287     0xc1     Graub
 166 2622     0xc1     Hamburg/Schleswi
 167 3115     0xc1     Hawaii
 168 2626     0xc1     Hessen
 169 31089    0xc1     Hytera USA
 170 3116     0xc1     Idaho
 171 3117     0xc1     Illinois
 172 3118     0xc1     Indiana
 173 3119     0xc1     Iowa
 174 2354     0xc1     Ireland
 175 23540    0xc1     Ireland Chat
 176 222      0xc1     Italia
 177 25509    0xc1     Ivano frankivs`k
 178 907      0xc1     JOTA
 179 316273   0xc1     JSC
 180 3120     0xc1     Kansas
 181 3121     0xc1     Kentucky
 182 25521    0xc1     Kharkivs`ka obl
 183 25522    0xc1     Khersons`ka obl
 184 25523    0xc1     Khmel`nyts`ka ob
 185 25512    0xc1     Kropyvnyts`kyj o
 186 25501    0xc1     Kyiv city
 187 25510    0xc1     Kyivs`ka obl
 188 74810    0xc1     Lavalleja
 189 20859    0xc1     Lille Local
 190 3122     0xc1     Louisiana
 191 25513    0xc1     Lugans`ka obl
 192 25514    0xc1     Lvivs`ka obl
 193 23562    0xc1     M62 Corridor
 194 2687     0xc1     Madeira Is.
 195 3123     0xc1     Maine
 196 74811    0xc1     Maldonado
 197 3124     0xc1     Maryland
 198 3125     0xc1     Massachusetts
 199 31263    0xc1     Mi5-EVENT1
 200 31265    0xc1     Mi5-EVENT3
 201 31261    0xc1     Mi5-STATEWIDE1
 202 31262    0xc1     Mi5-STATEWIDE2
 203 3126     0xc1     Michigan
 204 2042     0xc1     Midden Nederland
 205 23580    0xc1     Midlands
 206 3127     0xc1     Minnesota
 207 3128     0xc1     Mississippi
 208 3129     0xc1     Missouri
 209 31127    0xc1     MNDMR
 210 3130     0xc1     Montana
 211 74801    0xc1     Montevideo
 212 74802    0xc1     Montevideo
 213 31063    0xc1     MountainWest 11
 214 31062    0xc1     MountainWestt
 215 31301    0xc1     MPRG
 216 25515    0xc1     Mykolaivs`ka obl
 217 23520    0xc1     N.West
 218 316272   0xc1     NASA
 219 3131     0xc1     Nebraska
 220 204      0xc1     Nederland
 221 2045     0xc1     Nederland Techta
 222 3132     0xc1     Nevada
 223 3133     0xc1     New Hampshire
 224 3134     0xc1     New Jersey
 225 31341    0xc1     New Jersey South
 226 3135     0xc1     New Mexico
 227 3136     0xc1     New York
 228 2623     0xc1     Niedersachsen/Br
 229 31340    0xc1     NJPAAsterisk
 230 2041     0xc1     Noord Nederland
 231 31068    0xc1     NorCal
 232 31069    0xc1     NorCal 1
 233 31065    0xc1     NorCal AllStar
 234 9999     0xc1     NorCal Meter
 235 927      0xc1     Nordic
 236 2624     0xc1     Nordrhein-Westfa
 237 93       0xc1     North America
 238 3137     0xc1     North Carolina
 239 3138     0xc1     North Dakota
 240 23560    0xc1     North East
 241 242      0xc1     Norway
 242 25516    0xc1     Odes`ka obl
 243 3139     0xc1     Ohio
 244 3140     0xc1     Oklahoma
 245 2044     0xc1     Oost Nederland
 246 3141     0xc1     Oregon
 247 2289     0xc1     Ostschweiz
 248 714      0xc1     Panama
 249 7141     0xc1     Panama City
 250 97272    0xc1     PAPA*
 251 9990     0xc1     Parrot
 252 310997   0xc1     Parrot
 253 74812    0xc1     Paysand
 254 3142     0xc1     Pennsylvania
 255 31421    0xc1     Pennsylvania Tac
 256 2049125  0xc2     PI2NOS
 257 260      0xc1     Poland
 258 26040    0xc1     Poland Tech
 259 25517    0xc1     Poltavs`ka obl
 260 268      0xc1     Portugal
 261 915      0xc1     Portuguese
 262 31012    0xc1     QuadNet-BM
 263 74813    0xc1     R
 264 2220     0xc1     Reg-Zona0
 265 2221     0xc1     Reg-Zona1
 266 2222     0xc1     Reg-Zona2
 267 2223     0xc1     Reg-Zona3
 268 2224     0xc1     Reg-Zona4
 269 2225     0xc1     Reg-Zona5
 270 2226     0xc1     Reg-Zona6
 271 2227     0xc1     Reg-Zona7
 272 2228     0xc1     Reg-Zona8
 273 2229     0xc1     Reg-Zona9
 274 20441    0xc1     Regio IJsselmond
 275 20421    0xc1     Regio Keistad
 276 2682     0xc1     Regional Center
 277 2681     0xc1     Regional North
 278 2440     0xc1     Regional OH0
 279 2441     0xc1     Regional OH1
 280 2442     0xc1     Regional OH2
 281 2443     0xc1     Regional OH3
 282 24432    0xc1     Regional OH3 Lah
 283 24431    0xc1     Regional OH3 Tam
 284 2444     0xc1     Regional OH4
 285 2445     0xc1     Regional OH5
 286 2446     0xc1     Regional OH6
 287 2447     0xc1     Regional OH7
 288 2448     0xc1     Regional OH8
 289 2449     0xc1     Regional OH9
 290 2400     0xc1     Regional SM0
 291 2401     0xc1     Regional SM1
 292 2402     0xc1     Regional SM2
 293 2403     0xc1     Regional SM3
 294 2404     0xc1     Regional SM4
 295 2405     0xc1     Regional SM5
 296 2406     0xc1     Regional SM6
 297 2407     0xc1     Regional SM7
 298 899      0xc1     Repeater Testing
 299 647647   0xc1     Reunion Island
 300 208647   0xc1     Reunion Island
 301 2625     0xc1     Rheinland-Pfalz/
 302 3144     0xc1     Rhode Island
 303 74814    0xc1     Rivera
 304 25518    0xc1     Rivnens`ka obl
 305 74815    0xc1     Rocha
 306 226      0xc1     Romania
 307 208900   0xc1     Room Auneuil
 308 208962   0xc1     Room Boulogne
 309 208201   0xc1     Room Come Belle
 310 208405   0xc1     Room Dangolsheim
 311 208404   0xc1     Room F1ULQ
 312 208003   0xc1     Room Fontenay
 313 208617   0xc1     Room La Rochelle
 314 208209   0xc1     Room Les Andrieu
 315 208905   0xc1     Room Lille
 316 208007   0xc1     Room Malmaison
 317 208922   0xc1     Room Mesnil/Bull
 318 208954   0xc1     Room Nancy
 319 208077   0xc1     Room Nangis
 320 208980   0xc1     Room Paris
 321 208075   0xc1     Room Paris 15
 322 208799   0xc1     Room Perpignan
 323 208766   0xc1     Room Pic Neulos
 324 208204   0xc1     Room Planfoy
 325 208990   0xc1     Room Pontarlier
 326 647010   0xc1     Room Saint-Benoi
 327 208205   0xc1     Room Saint-Peray
 328 208302   0xc1     Room Toulouse
 329 208301   0xc1     Room Tour Crieu
 330 208959   0xc1     Room Valencienne
 331 228111   0xc1     Room Verbier
 332 208091   0xc1     Room Villebon
 333 208093   0xc1     Room Villebon2
 334 250      0xc1     Russia
 335 2501     0xc1     Russia Global
 336 23510    0xc1     S.East
 337 23500    0xc1     S.West
 338 2620     0xc1     Sachsen-Anhalt/M
 339 2629     0xc1     Sachsen/Th
 340 74816    0xc1     Salto
 341 74817    0xc1     San Jos
 342 2280     0xc1     Schweiz Deutsch
 343 2355     0xc1     Scotland
 344 23550    0xc1     Scotland Chat
 345 25527    0xc1     Sevastopol
 346 2411     0xc1     SM Tactical
 347 31268    0xc1     SNARS 6968
 348 31066    0xc1     SoCal
 349 31067    0xc1     SoCal 1
 350 74818    0xc1     Soriano
 351 2684     0xc1     South
 352 655      0xc1     South Africa
 353 5055     0xc1     South Australia
 354 3145     0xc1     South Carolina
 355 3146     0xc1     South Dakota
 356 450      0xc1     South Korea
 357 214      0xc1     Spain
 358 914      0xc1     Spanish
 359 2281     0xc1     Suisse Romande
 360 25519    0xc1     Sums`ka obl
 361 240      0xc1     Sweden
 362 228      0xc1     Switzerland
 363 8951     0xc1     TAC 1
 364 8952     0xc1     TAC 2
 365 8953     0xc1     TAC 3
 366 8954     0xc1     TAC 4
 367 8955     0xc1     TAC 5
 368 8956     0xc1     TAC 6
 369 8957     0xc1     TAC 7
 370 8958     0xc1     TAC 8
 371 8959     0xc1     TAC 9
 372 310      0xc1     TAC-310
 373 311      0xc1     TAC-311
 374 312      0xc1     TAC-312
 375 74819    0xc1     Tacuaremb
 376 3147     0xc1     Tennessee
 377 25520    0xc1     Ternopils`ka obl
 378 3148     0xc1     Texas
 379 31481    0xc1     Texas 1
 380 520      0xc1     Thailand
 381 2286     0xc1     Ticino
 382 74820    0xc1     Treinta y Tres
 383 22801    0xc1     UA 1
 384 22802    0xc1     UA 2
 385 22803    0xc1     UA 3
 386 22804    0xc1     UA 4
 387 255      0xc1     Ukraine
 388 2555     0xc1     Ukraine bridge D
 389 235      0xc1     United Kingdom
 390 2350     0xc1     United Kingdom 4
 391 31361    0xc1     Upstate NY
 392 748      0xc1     Uruguay
 393 31090    0xc1     USA - Area 0 464
 394 31091    0xc1     USA - Area 1 464
 395 31092    0xc1     USA - Area 2 464
 396 31093    0xc1     USA - Area 3 464
 397 31094    0xc1     USA - Area 4 464
 398 31095    0xc1     USA - Area 5 464
 399 31096    0xc1     USA - Area 6 464
 400 31097    0xc1     USA - Area 7 464
 401 31098    0xc1     USA - Area 8 464
 402 31099    0xc1     USA - Area 9 464
 403 3100     0xc1     USA - Nationwide
 404 314700   0xc1     USA - Tennessee
 405 3149     0xc1     Utah
